	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175	vid-176	vid-177	vid-178	vid-179	vid-180	vid-181	vid-182	vid-183	vid-184	vid-185	vid-186	vid-187	vid-188	vid-189	vid-190	vid-191	vid-192	vid-193	vid-194	vid-195	vid-196	vid-197	vid-198	vid-199	vid-200	vid-201	vid-202	vid-203	vid-204	vid-205	vid-206	vid-207	vid-208	vid-209	vid-210	vid-211	vid-212	vid-213	vid-214	vid-215	vid-216	vid-217	vid-218	vid-219	vid-220	vid-221	vid-222	vid-223	vid-224	vid-225	vid-226	vid-227	vid-228	vid-229	vid-230	vid-231	vid-232	vid-233	vid-234	vid-235	vid-236	vid-237	vid-238	vid-239	vid-240	vid-241	vid-242	vid-243	vid-244	vid-245	vid-246	vid-247	vid-248	vid-249	vid-250	vid-251	vid-252	vid-253	vid-254
vid-11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-12	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-13	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
vid-14	11.4271	15.1557	11.4271	11.0655	11.0122	NaN	11.0655	11.4271	12.3850	13.0493	NaN	11.0655	11.4271	0.0000	10.6213	11.4271	0.4790	11.5954	12.1279	11.8417	10.5943	10.3944	0.0000	11.0655	11.4271	13.7619	11.0655	11.0655	25.4083	14.0742	12.8591	11.0122	11.0655	11.0655	11.7212	12.1393	15.3175	12.0789	11.0655	11.0122	11.0655	197.2146	198.1220	197.2146	11.4271	11.9942	11.7745	11.0122	0.0000	10.4390	NaN	11.0122	NaN	11.8417	11.6526	9.8308	8.0013	NaN	13.8164	11.5749	11.0655	11.0655	10.8380	11.4271	11.0500	11.1280	11.4524	11.4271	11.0655	12.9373	8.3032	11.4851	15.2511	17.8763	2117.4607	2117.4607	0.0000	2119.9056	4.4736	11.0122	11.0122	NaN	325.8498	329.3911	329.3911	NaN	11.0122	11.1319	15.3175	15.4266	4.4736	11.4271	15.8332	12.4352	947.6299	945.5659	945.6871	NaN	12.0402	11.0655	12.6959	11.4832	0.4790	0.0000	14.2877	14.2877	13.9439	11.0122	11.0655	24.1763	2.3038	11.0122	NaN	11.4251	11.6346	11.0655	12.2632	12.5527	11.0655	11.4271	11.0655	185.1518	185.1518	185.1518	0.0000	NaN	11.5715	10.6546	4.4736	15.3218	0.0000	11.4814	11.1362	11.0655	11.3043	12.2883	12.2131	11.4271	14.9877	NaN	13.6593	10.6179	11.4832	11.6159	11.5141	NaN	11.4271	11.0655	708.5849	710.6584	710.6584	539.4201	539.4201	539.4201	504.7135	539.4201	88.5299	11.6159	11.4271	13.1203	10.6155	NaN	12.3756	18.4407	NaN	11.4271	NaN	11.4271	4.4736	11.6159	6.2247	539.4201	11.1280	11.0655	11.0655	11.4271	17.7387	668.1579	668.1579	667.6112	17.8763	504.7135	527.5190	527.3816	527.5190	0.0000	955.2812	955.8832	955.8704	947.8310	945.5772	955.2812	955.2812	955.8704	949.9467	955.8704	955.8704	11.5033	11.4271	11.0655	NaN	8.4981	17.8763	1507.2597	1508.9925	1507.2597	1685.1474	1685.1474	11.0655	NaN	11.4271	0.0000	9.7261	11.9942	11.3449	9.7261	10.5916	12.1346	11.6159	11.6159	13.5084	11.3016	11.4271	11.0122	NaN	333.2615	332.9993	11.0655	17.8763	940.1656	945.3713	945.5659	11.4271	11.4271	11.0122	NaN	12.1746	11.6259	332.7230	329.3911	329.3911	11.0655	11.0655	11.0655	11.4271	13.7572	13.2171	11.4271	11.0655	11.0655	11.4271	NaN	34.6537	12.7576
vid-15	1.2114	4.5875	1.2114	2.9161	2.2870	NaN	2.9161	1.2114	1.7759	2.5997	NaN	2.9161	1.2114	10.6213	0.0000	1.2114	11.0962	1.3743	1.6913	2.5830	0.0364	1.7677	10.6213	2.9161	1.2114	7.1443	2.9161	2.9161	17.9155	3.5973	20.1393	2.2870	2.9161	2.9161	1.7665	1.5214	5.9957	1.6576	2.9161	2.2870	2.9161	198.0059	198.8613	198.0059	1.2114	1.5257	2.6583	2.2870	10.6213	1.2668	NaN	2.2870	NaN	2.5830	1.3256	20.4279	3.6876	NaN	3.2385	1.3016	2.9161	2.9161	0.2323	1.2114	1.3176	0.6708	1.6756	1.2114	2.9161	4.4063	2.6480	1.1552	4.6987	7.7926	2119.1863	2119.1863	10.6213	2121.6369	6.6075	2.2870	2.2870	NaN	327.2112	330.8233	330.8233	NaN	2.2870	2.9865	5.9957	4.9126	6.6075	1.2114	5.2470	4.0956	956.1736	954.1119	954.2323	NaN	1.4482	2.9161	2.0808	2.5473	11.0962	10.6213	3.6770	3.6770	3.3442	2.2870	2.9161	29.2688	8.3380	2.2870	NaN	2.4561	2.2876	2.9161	1.6511	2.1533	2.9161	1.2114	2.9161	177.6935	177.6935	177.6935	10.6213	NaN	2.4434	1.1272	6.6075	25.6795	10.6213	1.0264	1.2760	2.9161	1.0729	1.6924	1.9277	1.2114	4.4617	NaN	3.0554	0.0823	2.5473	1.7582	1.7314	NaN	1.2114	2.9161	711.8755	713.9191	713.9191	542.3612	542.3612	542.3612	507.1140	542.3612	99.0946	1.7582	1.2114	2.9815	1.0143	NaN	2.6623	17.8773	NaN	1.2114	NaN	1.2114	6.6075	1.7582	13.0348	542.3612	0.6708	2.9161	2.9161	1.2114	15.9442	677.8310	677.8310	677.2844	7.7926	507.1140	530.4817	530.4990	530.4817	10.6213	963.9403	964.5324	964.5239	956.4047	954.1277	963.9403	963.9403	964.5239	958.5003	964.5239	964.5239	1.0879	1.2114	2.9161	NaN	2.1574	7.7926	1513.5522	1515.2746	1513.5522	1692.1707	1692.1707	2.9161	NaN	1.2114	10.6213	1.1538	1.5257	0.9411	1.1538	0.0477	1.6523	1.7582	1.7582	3.6243	0.9962	1.2114	2.2870	NaN	334.7786	334.5167	2.9161	7.7926	948.6469	953.9105	954.1119	1.2114	1.2114	2.2870	NaN	2.0884	1.1689	334.1612	330.8233	330.8233	2.9161	2.9161	2.9161	1.2114	3.1363	4.3063	1.2114	2.9161	2.9161	1.2114	NaN	44.1434	2.9854
vid-16	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
vid-17	11.8955	15.6333	11.8955	11.5083	11.4646	NaN	11.5083	11.8955	12.8588	13.5180	NaN	11.5083	11.8955	0.4790	11.0962	11.8955	0.0000	12.0633	12.5977	12.2949	11.0691	10.8731	0.4790	11.5083	11.8955	14.1405	11.5083	11.5083	25.7581	14.5425	12.5875	11.4646	11.5083	11.5083	12.1851	12.6148	15.7905	12.5484	11.5083	11.4646	11.5083	197.2559	198.1656	197.2559	11.8955	12.4647	12.2259	11.4646	0.4790	10.9179	NaN	11.4646	NaN	12.2949	12.1217	9.3651	8.4752	NaN	14.2936	12.0435	11.5083	11.5083	11.3134	11.8955	11.5150	11.6001	11.9154	11.8955	11.5083	13.4082	8.7659	11.9547	15.7290	18.3286	2117.3221	2117.3221	0.4790	2119.7667	4.9422	11.4646	11.4646	NaN	325.8600	329.3980	329.3980	NaN	11.4646	11.5738	15.7905	15.9050	4.9422	11.8955	16.3048	12.8675	947.2111	945.1469	945.2682	NaN	12.5166	11.5083	13.1699	11.9342	0.0000	0.4790	14.7639	14.7639	14.4206	11.4646	11.5083	23.9725	2.7704	11.4646	NaN	11.8772	12.0906	11.5083	12.7390	13.0311	11.5083	11.8955	11.5083	185.5366	185.5366	185.5366	0.4790	NaN	12.0248	11.1335	4.9422	14.8489	0.4790	11.9527	11.6020	11.5083	11.7826	12.7646	12.6801	11.8955	15.4659	NaN	14.1357	11.0934	11.9342	12.0791	11.9768	NaN	11.8955	11.5083	708.5016	710.5765	710.5765	539.3543	539.3543	539.3543	504.6731	539.3543	88.0510	12.0791	11.8955	13.5993	11.0942	NaN	12.8329	18.5485	NaN	11.8955	NaN	11.8955	4.9422	12.0791	6.2401	539.3543	11.6001	11.5083	11.5083	11.8955	17.9063	667.6998	667.6998	667.1530	18.3286	504.6731	527.4523	527.3076	527.4523	0.4790	954.8582	955.4604	955.4476	947.4111	945.1582	954.8582	954.8582	955.4476	949.5275	955.4476	955.4476	11.9740	11.8955	11.5083	NaN	8.9703	18.3286	1506.9283	1508.6615	1506.9283	1684.7866	1684.7866	11.5083	NaN	11.8955	0.4790	10.1956	12.4647	11.8158	10.1956	11.0668	12.6052	12.0791	12.0791	13.9645	11.7796	11.8955	11.4646	NaN	333.2644	333.0021	11.5083	18.3286	939.7491	944.9526	945.1469	11.8955	11.8955	11.4646	NaN	12.6386	12.0969	332.7295	329.3980	329.3980	11.5083	11.5083	11.5083	11.8955	14.2324	13.6552	11.8955	11.5083	11.5083	11.8955	NaN	34.2775	13.2143
vid-18	0.1788	4.0279	0.1788	2.0959	1.4893	NaN	2.0959	0.1788	1.1458	1.4576	NaN	2.0959	0.1788	11.5954	1.3743	0.1788	12.0633	0.0000	0.5814	1.3802	1.3752	3.0335	11.5954	2.0959	0.1788	6.0366	2.0959	2.0959	16.5586	2.4796	20.3806	1.4893	2.0959	2.0959	0.4446	1.2651	6.2675	0.5268	2.0959	1.4893	2.0959	199.1085	199.9597	199.1085	0.1788	0.5209	1.4961	1.4893	11.5954	2.5458	NaN	1.4893	NaN	1.3802	0.1562	21.4259	5.0460	NaN	2.7709	0.0888	2.0959	2.0959	1.3080	0.1788	0.6290	0.7091	0.5338	0.1788	2.0959	5.1471	3.3271	0.2344	4.1659	6.5116	2118.3417	2118.3417	11.5954	2120.7929	7.7862	1.4893	1.4893	NaN	328.3475	331.9646	331.9646	NaN	1.4893	2.1391	6.2675	4.4345	7.7862	0.1788	4.2736	2.9209	956.3258	954.2647	954.3849	NaN	1.4065	2.0959	1.4171	1.5044	12.0633	11.5954	3.0414	3.0414	2.7901	1.4893	2.0959	29.0816	9.2929	1.4893	NaN	1.4329	1.1312	2.0959	1.3938	2.2596	2.0959	0.1788	2.0959	177.7952	177.7952	177.7952	11.5954	NaN	1.3433	2.3429	7.7862	26.4483	11.5954	0.4380	0.5125	2.0959	1.8857	1.5153	0.6252	0.1788	3.9939	NaN	2.5157	1.4383	1.5044	0.5021	0.5475	NaN	0.1788	2.0959	713.1300	715.1719	715.1719	543.5972	543.5972	543.5972	508.3172	543.5972	99.9275	0.5021	0.1788	3.1640	2.2513	NaN	1.3065	17.1604	NaN	0.1788	NaN	0.1788	7.7862	0.5021	14.3398	543.5972	0.7091	2.0959	2.0959	0.1788	15.1264	678.2654	678.2654	677.7188	6.5116	508.3172	531.7190	531.7452	531.7190	11.5954	964.1176	964.7076	964.7001	956.5634	954.2814	964.1176	964.1176	964.7001	958.6546	964.7001	964.7001	0.3558	0.1788	2.0959	NaN	3.1324	6.5116	1513.2921	1515.0130	1513.2921	1692.0302	1692.0302	2.0959	NaN	0.1788	11.5954	1.8768	0.5209	0.4497	1.8768	1.4219	0.6394	0.5021	0.5021	2.2573	1.7834	0.1788	1.4893	NaN	335.9258	335.6641	2.0959	6.5116	948.7858	954.0618	954.2647	0.1788	0.1788	1.4893	NaN	0.7161	0.3913	335.3029	331.9646	331.9646	2.0959	2.0959	2.0959	0.1788	2.4518	2.9938	0.1788	2.0959	2.0959	0.1788	NaN	45.4022	1.6131
vid-19	0.7210	3.4532	0.7210	2.5341	1.9739	NaN	2.5341	0.7210	0.6603	0.9321	NaN	2.5341	0.7210	12.1279	1.6913	0.7210	12.5977	0.5814	0.0000	1.6491	1.7035	3.1497	12.1279	2.5341	0.7210	6.2279	2.5341	2.5341	16.4288	1.9559	20.9509	1.9739	2.5341	2.5341	0.7842	0.9298	5.8413	0.0547	2.5341	1.9739	2.5341	198.9768	199.8252	198.9768	0.7210	0.1704	1.7888	1.9739	12.1279	2.6943	NaN	1.9739	NaN	1.6491	0.4829	21.9564	5.3671	NaN	2.2193	0.5717	2.5341	2.5341	1.5533	0.7210	1.2093	1.0490	1.0150	0.7210	2.5341	4.9076	3.8863	0.6432	3.5929	6.1015	2118.6212	2118.6212	12.1279	2121.0727	8.2498	1.9739	1.9739	NaN	328.2392	331.8600	331.8600	NaN	1.9739	2.5644	5.8413	3.8657	8.2498	0.7210	3.7168	3.1159	956.8819	954.8208	954.9411	NaN	1.1307	2.5341	0.8777	1.8798	12.5977	12.1279	2.4651	2.4651	2.2248	1.9739	2.5341	29.5872	9.8278	1.9739	NaN	1.8267	1.4744	2.5341	1.0206	1.8995	2.5341	0.7210	2.5341	177.2813	177.2813	177.2813	12.1279	NaN	1.6997	2.4615	8.2498	27.0174	12.1279	0.6769	1.0937	2.5341	1.8673	1.1497	0.3486	0.7210	3.4286	NaN	1.9569	1.7358	1.8798	0.9052	0.9973	NaN	0.7210	2.5341	713.1230	715.1631	715.1631	543.5718	543.5718	543.5718	508.2619	543.5718	100.4910	0.9052	0.7210	2.7723	2.3900	NaN	1.3355	17.5174	NaN	0.7210	NaN	0.7210	8.2498	0.9052	14.7260	543.5718	1.0490	2.5341	2.5341	0.7210	15.4439	678.8447	678.8447	678.2981	6.1015	508.2619	531.6950	531.7300	531.6950	12.1279	964.6767	965.2665	965.2590	957.1203	954.8376	964.6767	964.6767	965.2590	959.2109	965.2590	965.2590	0.6359	0.7210	2.5341	NaN	3.6405	6.1015	1513.7727	1515.4931	1513.7727	1692.5376	1692.5376	2.5341	NaN	0.7210	12.1279	2.4022	0.1704	0.7975	2.4022	1.7355	0.1130	0.9052	0.9052	2.0216	1.7736	0.7210	1.9739	NaN	335.8257	335.5639	2.5341	6.1015	949.3402	954.6178	954.8208	0.7210	0.7210	1.9739	NaN	0.6713	0.5286	335.1984	331.8600	331.8600	2.5341	2.5341	2.5341	0.7210	1.8756	3.0242	0.7210	2.5341	2.5341	0.7210	NaN	45.8269	1.5244
vid-20	1.4689	4.7832	1.4689	1.0617	0.8318	NaN	1.0617	1.4689	2.3052	1.9615	NaN	1.0617	1.4689	11.8417	2.5830	1.4689	12.2949	1.3802	1.6491	0.0000	2.5710	4.3345	11.8417	1.0617	1.4689	4.6565	1.0617	1.0617	15.3941	2.7229	19.7565	0.8318	1.0617	1.0617	0.9427	2.5576	7.4770	1.6146	1.0617	0.8318	1.0617	200.4851	201.3368	200.4851	1.4689	1.7260	0.1488	0.8318	11.8417	3.8355	NaN	0.8318	NaN	0.0000	1.5198	21.6423	6.0556	NaN	3.7184	1.4685	1.0617	1.0617	2.5897	1.4689	1.2829	1.9997	0.9172	1.4689	1.0617	6.5106	3.6001	1.6004	4.9354	6.0348	2116.9890	2116.9890	11.8417	2119.4403	8.3830	0.8318	0.8318	NaN	329.7189	333.3350	333.3350	NaN	0.8318	1.0559	7.4770	5.2342	8.3830	1.4689	4.5305	1.5442	955.5498	953.4891	953.6092	NaN	2.7350	1.0617	2.4730	0.3946	12.2949	11.8417	3.8187	3.8187	3.6685	0.8318	1.0617	28.0857	9.5481	0.8318	NaN	0.4262	0.3008	1.0617	2.6625	3.5449	1.0617	1.4689	1.0617	178.7757	178.7757	178.7757	11.8417	NaN	0.2701	3.6584	8.3830	26.3545	11.8417	1.8139	1.3079	1.0617	3.2607	2.7913	1.3485	1.4689	4.8305	NaN	3.4419	2.6607	0.3946	0.8821	0.8707	NaN	1.4689	1.0617	714.4530	716.4960	716.4960	544.9320	544.9320	544.9320	509.6684	544.9320	99.8640	0.8821	1.4689	4.4213	3.5568	NaN	0.6354	15.8690	NaN	1.4689	NaN	1.4689	8.3830	0.8821	15.1159	544.9320	1.9997	1.0617	1.0617	1.4689	13.7972	677.7459	677.7459	677.1993	6.0348	509.6684	533.0530	533.0738	533.0530	11.8417	963.3627	963.9509	963.9441	955.7928	953.5066	963.3627	963.3627	963.9441	957.8803	963.9441	963.9441	1.7326	1.4689	1.0617	NaN	3.7215	6.0348	1512.2118	1513.9316	1512.2118	1691.0293	1691.0293	1.0617	NaN	1.4689	11.8417	2.5437	1.7260	1.7902	2.5437	2.6289	1.7603	0.8821	0.8821	1.6861	3.1579	1.4689	0.8318	NaN	337.2949	337.0331	1.0617	6.0348	947.9987	953.2850	953.4891	1.4689	1.4689	0.8318	NaN	1.0221	1.7664	336.6731	333.3350	333.3350	1.0617	1.0617	1.0617	1.4689	3.2655	1.7590	1.4689	1.0617	1.0617	1.4689	NaN	46.0248	0.9621
